id_prod;date;session_id;client_id;price;categ;sex;age;year;month;day;range_age
1_256;2022-01-14 04:51:34;s_149544;c_6714;26.05;1;f;57;2022;1;14;54-58
1_367;2022-03-08 21:38:38;s_176356;c_6714;13.99;1;f;57;2022;3;8;54-58
0_1572;2022-06-16 22:10:43;s_224876;c_6714;8.61;0;f;57;2022;6;16;54-58
0_1367;2021-09-20 12:36:03;s_92753;c_6714;11.99;0;f;57;2021;9;20;54-58
0_2072;2022-12-23 08:57:02;s_316148;c_6714;4.62;0;f;57;2022;12;23;54-58
0_1669;2023-02-24 07:12:41;s_346118;c_6714;6.99;0;f;57;2023;2;24;54-58
1_671;2022-07-13 23:31:10;s_237987;c_6714;31.99;1;f;57;2022;7;13;54-58
0_1473;2021-10-29 05:51:50;s_111657;c_6714;15.99;0;f;57;2021;10;29;54-58
0_1411;2021-07-20 17:24:55;s_64912;c_6714;8.99;0;f;57;2021;7;20;54-58
0_1556;2023-01-08 08:49:52;s_323737;c_6714;18.91;0;f;57;2023;1;8;54-58
1_282;2022-05-07 09:48:31;s_204892;c_6714;23.2;1;f;57;2022;5;7;54-58
0_1414;2021-04-22 04:54:47;s_23987;c_6714;19.38;0;f;57;2021;4;22;54-58
0_1299;2023-02-17 21:55:29;s_343024;c_6714;6.99;0;f;57;2023;2;17;54-58
0_1296;2021-09-04 06:29:56;s_84835;c_6714;5.83;0;f;57;2021;9;4;54-58
0_504;2023-02-07 12:10:34;s_338177;c_6714;3.43;0;f;57;2023;2;7;54-58
0_1094;2021-12-09 17:56:36;s_131904;c_6714;16.98;0;f;57;2021;12;9;54-58
1_311;2021-05-08 11:47:22;s_31624;c_6714;16.99;1;f;57;2021;5;8;54-58
0_1387;2021-09-25 06:15:00;s_95138;c_6714;10.99;0;f;57;2021;9;25;54-58
1_437;2021-06-15 03:39:59;s_48844;c_6714;26.99;1;f;57;2021;6;15;54-58
0_1038;2021-09-03 17:54:21;s_84595;c_6714;9.74;0;f;57;2021;9;3;54-58
0_1464;2022-02-02 13:39:03;s_158875;c_6714;8.27;0;f;57;2022;2;2;54-58
0_1376;2022-09-17 03:43:22;s_269230;c_6714;16.24;0;f;57;2022;9;17;54-58
1_498;2021-08-11 23:56:22;s_74523;c_6714;23.37;1;f;57;2021;8;11;54-58
0_1639;2022-12-14 07:07:52;s_311808;c_6714;6.99;0;f;57;2022;12;14;54-58
0_1525;2023-02-17 02:00:43;s_342659;c_6714;6.99;0;f;57;2023;2;17;54-58
0_1266;2021-12-10 06:20:52;s_132169;c_6714;4.28;0;f;57;2021;12;10;54-58
0_1518;2022-05-30 01:17:07;s_216118;c_6714;4.18;0;f;57;2022;5;30;54-58
0_2037;2023-02-25 17:17:40;s_346803;c_6714;14.99;0;f;57;2023;2;25;54-58
0_1055;2022-10-12 22:07:03;s_281592;c_6714;7.99;0;f;57;2022;10;12;54-58
1_351;2022-10-18 15:27:00;s_284352;c_6714;28.99;1;f;57;2022;10;18;54-58
0_1326;2022-12-07 03:22:07;s_308225;c_6714;14.74;0;f;57;2022;12;7;54-58
2_207;2022-05-03 03:47:07;s_202855;c_6714;50.99;2;f;57;2022;5;3;54-58
0_2209;2021-12-07 02:57:15;s_130582;c_6714;8.99;0;f;57;2021;12;7;54-58
0_2168;2023-02-20 16:42:36;s_344430;c_6714;11.17;0;f;57;2023;2;20;54-58
1_271;2022-08-03 11:55:28;s_247771;c_6714;16.99;1;f;57;2022;8;3;54-58
1_464;2023-01-23 17:36:04;s_331225;c_6714;15.01;1;f;57;2023;1;23;54-58
0_2118;2022-04-07 23:32:01;s_190768;c_6714;7.23;0;f;57;2022;4;7;54-58
1_389;2022-06-16 00:24:53;s_224478;c_6714;24.99;1;f;57;2022;6;16;54-58
0_1111;2022-11-12 21:56:42;s_296639;c_6714;19.99;0;f;57;2022;11;12;54-58
1_398;2023-02-25 13:41:16;s_346745;c_6714;10.17;1;f;57;2023;2;25;54-58
0_1409;2021-09-10 07:22:14;s_87655;c_6714;4.99;0;f;57;2021;9;10;54-58
1_414;2021-11-07 06:47:15;s_115968;c_6714;23.83;1;f;57;2021;11;7;54-58
0_1040;2022-03-08 02:47:52;s_176017;c_6714;6.25;0;f;57;2022;3;8;54-58
0_1604;2022-03-12 22:28:53;s_178247;c_6714;17.51;0;f;57;2022;3;12;54-58
0_1636;2022-08-09 10:58:09;s_250694;c_6714;9.45;0;f;57;2022;8;9;54-58
1_441;2021-07-18 21:22:05;s_64128;c_6714;24.99;1;f;57;2021;7;18;54-58
1_281;2022-04-25 02:06:26;s_199051;c_6714;23.99;1;f;57;2022;4;25;54-58
1_403;2022-09-19 16:14:57;s_270442;c_6714;17.99;1;f;57;2022;9;19;54-58
1_640;2022-08-02 20:50:39;s_247480;c_6714;11.9;1;f;57;2022;8;2;54-58
1_432;2022-01-29 10:09:14;s_156882;c_6714;24.2;1;f;57;2022;1;29;54-58
1_661;2022-04-28 18:43:27;s_200730;c_6714;22.99;1;f;57;2022;4;28;54-58
0_1377;2022-10-06 15:04:00;s_278614;c_6714;14.99;0;f;57;2022;10;6;54-58
0_1386;2022-08-12 15:02:06;s_252249;c_6714;13.16;0;f;57;2022;8;12;54-58
1_257;2022-11-14 05:39:00;s_297332;c_6714;22.99;1;f;57;2022;11;14;54-58
1_505;2021-07-07 20:03:47;s_59225;c_6714;16.99;1;f;57;2021;7;7;54-58
1_504;2022-08-05 00:49:52;s_248522;c_6714;13.79;1;f;57;2022;8;5;54-58
0_1055;2021-11-27 09:41:07;s_125783;c_6714;7.99;0;f;57;2021;11;27;54-58
0_1451;2022-06-08 00:44:30;s_220451;c_6714;19.99;0;f;57;2022;6;8;54-58
0_1236;2022-06-04 05:44:59;s_218545;c_6714;19.79;0;f;57;2022;6;4;54-58
0_1376;2022-02-24 07:32:29;s_170034;c_6714;16.24;0;f;57;2022;2;24;54-58
0_1099;2021-07-25 14:33:33;s_66980;c_6714;10.99;0;f;57;2021;7;25;54-58
1_461;2022-03-08 20:36:49;s_176356;c_6714;12.99;1;f;57;2022;3;8;54-58
0_1126;2022-07-07 12:38:40;s_234938;c_6714;11.78;0;f;57;2022;7;7;54-58
1_379;2022-02-11 13:35:54;s_163512;c_6714;26.99;1;f;57;2022;2;11;54-58
1_462;2022-10-28 06:17:51;s_289115;c_6714;16.66;1;f;57;2022;10;28;54-58
1_15;2021-11-01 16:59:35;s_113257;c_6714;16.99;1;f;57;2021;11;1;54-58
1_468;2023-02-02 15:50:55;s_335954;c_6714;17.75;1;f;57;2023;2;2;54-58
1_723;2022-01-13 23:43:19;s_149434;c_6714;10.99;1;f;57;2022;1;13;54-58
1_153;2022-06-14 04:07:26;s_223509;c_6714;22.99;1;f;57;2022;6;14;54-58
0_1788;2021-09-12 21:35:04;s_88979;c_6714;8.34;0;f;57;2021;9;12;54-58
0_1654;2022-11-24 08:49:39;s_302000;c_6714;14.13;0;f;57;2022;11;24;54-58
0_1353;2022-03-25 13:30:26;s_184378;c_6714;19.99;0;f;57;2022;3;25;54-58
0_1449;2022-12-27 18:36:33;s_318208;c_6714;4.99;0;f;57;2022;12;27;54-58
0_1872;2022-09-01 12:26:03;s_261678;c_6714;9.42;0;f;57;2022;9;1;54-58
0_1017;2022-11-24 08:10:34;s_301985;c_6714;8.99;0;f;57;2022;11;24;54-58
1_669;2021-08-26 22:00:40;s_81084;c_6714;15.99;1;f;57;2021;8;26;54-58
0_1425;2022-02-10 18:45:19;s_163071;c_6714;12.99;0;f;57;2022;2;10;54-58
2_102;2023-02-10 02:40:20;s_339374;c_6714;59.14;2;f;57;2023;2;10;54-58
1_507;2023-02-24 06:22:22;s_346118;c_6714;25.99;1;f;57;2023;2;24;54-58
0_2106;2022-02-05 17:34:09;s_160450;c_6714;13.94;0;f;57;2022;2;5;54-58
1_437;2022-06-21 03:02:04;s_226860;c_6714;26.99;1;f;57;2022;6;21;54-58
0_1654;2022-07-19 20:32:04;s_240772;c_6714;14.13;0;f;57;2022;7;19;54-58
0_1352;2022-02-09 17:44:18;s_162538;c_6714;4.5;0;f;57;2022;2;9;54-58
1_250;2022-07-07 07:38:31;s_234832;c_6714;20.76;1;f;57;2022;7;7;54-58
0_1414;2022-01-28 07:45:51;s_156315;c_6714;19.38;0;f;57;2022;1;28;54-58
1_448;2022-12-16 23:47:33;s_313139;c_6714;13.79;1;f;57;2022;12;16;54-58
1_152;2022-12-15 18:43:44;s_312532;c_6714;11.06;1;f;57;2022;12;15;54-58
1_247;2022-07-14 17:33:01;s_238345;c_6714;20.99;1;f;57;2022;7;14;54-58
1_625;2022-07-22 22:06:57;s_242251;c_6714;22.99;1;f;57;2022;7;22;54-58
0_1435;2023-02-01 12:21:43;s_335407;c_6714;13.99;0;f;57;2023;2;1;54-58
0_530;2023-02-09 19:22:15;s_339247;c_6714;13.23;0;f;57;2023;2;9;54-58
0_1424;2022-05-12 06:03:41;s_207292;c_6714;8.41;0;f;57;2022;5;12;54-58
1_374;2021-11-04 10:33:54;s_114606;c_6714;10.71;1;f;57;2021;11;4;54-58
0_1773;2022-06-02 16:51:46;s_217794;c_6714;10.99;0;f;57;2022;6;2;54-58
0_992;2021-10-23 07:09:48;s_108850;c_6714;8.58;0;f;57;2021;10;23;54-58
0_459;2022-03-11 04:09:57;s_177459;c_6714;4.99;0;f;57;2022;3;11;54-58
0_1428;2022-07-12 02:59:24;s_237147;c_6714;3.55;0;f;57;2022;7;12;54-58
0_1360;2021-10-18 19:25:56;s_106732;c_6714;4.33;0;f;57;2021;10;18;54-58
0_1395;2022-03-03 16:20:08;s_173805;c_6714;3.99;0;f;57;2022;3;3;54-58
0_711;2023-02-26 08:51:03;s_347119;c_6714;4.99;0;f;57;2023;2;26;54-58
1_435;2021-04-05 08:44:43;s_16259;c_6714;11.99;1;f;57;2021;4;5;54-58
1_398;2021-08-12 03:40:45;s_74575;c_6714;10.17;1;f;57;2021;8;12;54-58
0_1326;2021-09-07 05:19:58;s_86192;c_6714;14.74;0;f;57;2021;9;7;54-58
1_532;2022-12-13 20:14:56;s_311546;c_6714;11.32;1;f;57;2022;12;13;54-58
1_343;2022-01-29 17:10:48;s_157010;c_6714;27.99;1;f;57;2022;1;29;54-58
1_425;2022-09-09 03:52:34;s_265397;c_6714;16.99;1;f;57;2022;9;9;54-58
0_2079;2021-08-31 17:21:26;s_83213;c_6714;9.99;0;f;57;2021;8;31;54-58
2_159;2022-03-08 02:29:58;s_176011;c_6714;145.99;2;f;57;2022;3;8;54-58
0_2131;2023-01-17 23:11:16;s_328414;c_6714;8.99;0;f;57;2023;1;17;54-58
1_457;2021-11-17 09:35:07;s_120924;c_6714;22.99;1;f;57;2021;11;17;54-58
0_1587;2022-12-29 17:31:36;s_319133;c_6714;14.99;0;f;57;2022;12;29;54-58
1_256;2022-04-19 10:07:52;s_196302;c_6714;26.05;1;f;57;2022;4;19;54-58
0_1316;2021-03-21 05:03:50;s_9288;c_6714;7.2;0;f;57;2021;3;21;54-58
1_403;2022-03-19 16:14:57;s_181439;c_6714;17.99;1;f;57;2022;3;19;54-58
0_1627;2022-07-10 18:57:42;s_236513;c_6714;3.99;0;f;57;2022;7;10;54-58
1_672;2023-01-30 22:09:20;s_334694;c_6714;39.36;1;f;57;2023;1;30;54-58
0_1420;2022-04-23 01:03:05;s_197988;c_6714;11.53;0;f;57;2022;4;23;54-58
1_336;2022-04-24 11:50:00;s_198756;c_6714;23.56;1;f;57;2022;4;24;54-58
0_1411;2021-05-30 07:26:27;s_41533;c_6714;8.99;0;f;57;2021;5;30;54-58
1_365;2021-04-05 00:00:33;s_16073;c_6714;13.99;1;f;57;2021;4;5;54-58
0_1042;2021-11-28 16:18:20;s_126406;c_6714;18.53;0;f;57;2021;11;28;54-58
0_1465;2021-10-01 17:53:01;s_98534;c_6714;3.99;0;f;57;2021;10;1;54-58
0_1001;2022-04-05 01:24:36;s_189377;c_6714;4.99;0;f;57;2022;4;5;54-58
1_369;2022-08-14 14:38:16;s_253196;c_6714;23.99;1;f;57;2022;8;14;54-58
1_333;2021-07-17 06:08:14;s_63362;c_6714;15.99;1;f;57;2021;7;17;54-58
0_1551;2021-10-21 20:03:52;s_108162;c_6714;12.99;0;f;57;2021;10;21;54-58
0_1517;2021-09-21 00:33:35;s_92989;c_6714;17.99;0;f;57;2021;9;21;54-58
0_0;2023-01-04 11:57:02;s_321865;c_6714;3.75;0;f;57;2023;1;4;54-58
1_688;2021-11-19 05:40:47;s_121836;c_6714;18.19;1;f;57;2021;11;19;54-58
0_1320;2021-05-10 19:35:43;s_32701;c_6714;12.08;0;f;57;2021;5;10;54-58
1_392;2022-03-18 23:43:56;s_181129;c_6714;18.11;1;f;57;2022;3;18;54-58
0_1340;2022-05-14 00:54:19;s_208115;c_6714;14.76;0;f;57;2022;5;14;54-58
0_589;2022-04-08 06:44:16;s_190946;c_6714;13.99;0;f;57;2022;4;8;54-58
0_1118;2021-08-06 11:08:50;s_72095;c_6714;3.64;0;f;57;2021;8;6;54-58
0_1373;2022-12-23 08:02:39;s_316148;c_6714;18.99;0;f;57;2022;12;23;54-58
0_1458;2022-02-19 19:17:07;s_167750;c_6714;6.55;0;f;57;2022;2;19;54-58
0_1168;2022-10-17 03:15:26;s_283598;c_6714;11.91;0;f;57;2022;10;17;54-58
0_1137;2021-07-10 12:17:12;s_60427;c_6714;7.99;0;f;57;2021;7;10;54-58
1_392;2023-02-18 23:43:56;s_343600;c_6714;18.11;1;f;57;2023;2;18;54-58
1_90;2022-05-23 23:28:58;s_213082;c_6714;24.19;1;f;57;2022;5;23;54-58
0_1578;2022-02-24 07:25:16;s_170034;c_6714;17.79;0;f;57;2022;2;24;54-58
0_1625;2021-08-14 17:16:37;s_75700;c_6714;5.99;0;f;57;2021;8;14;54-58
0_1574;2023-01-07 17:05:43;s_323419;c_6714;9.67;0;f;57;2023;1;7;54-58
0_1483;2022-02-12 00:32:17;s_163732;c_6714;4.99;0;f;57;2022;2;12;54-58
0_1454;2021-11-04 14:02:47;s_114676;c_6714;7.41;0;f;57;2021;11;4;54-58
0_1486;2022-07-30 09:13:30;s_245823;c_6714;4.89;0;f;57;2022;7;30;54-58
1_432;2023-01-09 08:52:53;s_324281;c_6714;24.2;1;f;57;2023;1;9;54-58
0_1045;2022-08-03 09:46:02;s_247738;c_6714;5.99;0;f;57;2022;8;3;54-58
1_412;2022-12-09 23:34:48;s_309707;c_6714;16.65;1;f;57;2022;12;9;54-58
2_181;2022-12-16 03:32:44;s_312731;c_6714;57.99;2;f;57;2022;12;16;54-58
0_1250;2022-12-04 01:56:04;s_306763;c_6714;5.17;0;f;57;2022;12;4;54-58
1_283;2021-08-09 18:47:37;s_73537;c_6714;14.99;1;f;57;2021;8;9;54-58
0_1767;2021-11-16 19:25:28;s_120627;c_6714;12.99;0;f;57;2021;11;16;54-58
0_1569;2021-09-30 06:13:30;s_97791;c_6714;15.99;0;f;57;2021;9;30;54-58
1_277;2021-07-05 22:43:53;s_58397;c_6714;25.99;1;f;57;2021;7;5;54-58
0_1613;2021-06-08 21:48:41;s_45954;c_6714;8.99;0;f;57;2021;6;8;54-58
2_0;2023-02-02 20:01:57;s_336026;c_6714;162.03;2;f;57;2023;2;2;54-58
0_1613;2021-05-25 14:06:57;s_39360;c_6714;8.99;0;f;57;2021;5;25;54-58
0_1186;2022-06-16 18:32:00;s_224806;c_6714;12.3;0;f;57;2022;6;16;54-58
0_1505;2022-04-02 15:38:29;s_188253;c_6714;14.99;0;f;57;2022;4;2;54-58
0_1418;2022-06-17 22:56:55;s_225346;c_6714;8.57;0;f;57;2022;6;17;54-58
0_657;2021-09-10 07:21:00;s_87655;c_6714;6.99;0;f;57;2021;9;10;54-58
0_1419;2021-08-03 22:03:45;s_71023;c_6714;8.99;0;f;57;2021;8;3;54-58
1_287;2022-02-14 07:07:18;s_164915;c_6714;29.99;1;f;57;2022;2;14;54-58
0_1455;2021-06-14 11:06:06;s_48504;c_6714;8.99;0;f;57;2021;6;14;54-58
1_247;2021-11-19 19:46:57;s_122140;c_6714;20.99;1;f;57;2021;11;19;54-58
1_123;2021-08-16 18:36:01;s_76639;c_6714;2.99;1;f;57;2021;8;16;54-58
0_1136;2021-09-23 21:08:56;s_94428;c_6714;3.02;0;f;57;2021;9;23;54-58
1_383;2022-07-25 19:21:12;s_243692;c_6714;28.99;1;f;57;2022;7;25;54-58
0_1545;2022-03-31 17:38:08;s_187363;c_6714;18.99;0;f;57;2022;3;31;54-58
0_1641;2022-08-18 04:18:16;s_254865;c_6714;14.99;0;f;57;2022;8;18;54-58
1_389;2022-10-16 00:24:53;s_283091;c_6714;24.99;1;f;57;2022;10;16;54-58
0_1136;2021-05-09 03:31:11;s_31940;c_6714;3.02;0;f;57;2021;5;9;54-58
1_453;2022-03-10 22:28:50;s_177314;c_6714;13.99;1;f;57;2022;3;10;54-58
0_1507;2022-11-14 22:31:35;s_297648;c_6714;3.99;0;f;57;2022;11;14;54-58
0_1321;2022-08-16 12:19:50;s_254089;c_6714;15.99;0;f;57;2022;8;16;54-58
1_441;2022-04-30 19:23:10;s_201734;c_6714;24.99;1;f;57;2022;4;30;54-58
0_1328;2021-12-01 14:19:51;s_127845;c_6714;8.52;0;f;57;2021;12;1;54-58
1_442;2022-04-17 17:33:28;s_195436;c_6714;24.98;1;f;57;2022;4;17;54-58
0_1627;2021-06-22 04:05:01;s_52027;c_6714;3.99;0;f;57;2021;6;22;54-58
0_1530;2022-12-18 11:37:02;s_313917;c_6714;3.24;0;f;57;2022;12;18;54-58
1_369;2022-01-15 17:42:06;s_150282;c_6714;23.99;1;f;57;2022;1;15;54-58
1_406;2022-11-08 09:45:02;s_294497;c_6714;24.81;1;f;57;2022;11;8;54-58
0_1208;2022-07-27 20:21:06;s_244636;c_6714;5.65;0;f;57;2022;7;27;54-58
1_475;2022-12-07 16:22:02;s_308485;c_6714;20.99;1;f;57;2022;12;7;54-58
1_480;2022-05-21 08:41:36;s_211802;c_6714;19.08;1;f;57;2022;5;21;54-58
1_431;2022-02-20 19:06:19;s_168252;c_6714;27.99;1;f;57;2022;2;20;54-58
1_366;2022-09-02 21:54:30;s_262354;c_6714;28.54;1;f;57;2022;9;2;54-58
0_1278;2021-03-29 18:58:49;s_13186;c_6714;8.96;0;f;57;2021;3;29;54-58
0_1067;2022-10-04 11:52:01;s_277625;c_6714;12.99;0;f;57;2022;10;4;54-58
0_1249;2021-05-17 06:12:37;s_35602;c_6714;12.99;0;f;57;2021;5;17;54-58
0_1536;2022-07-07 14:18:12;s_234988;c_6714;6.59;0;f;57;2022;7;7;54-58
0_1345;2022-02-17 21:11:17;s_166774;c_6714;17.99;0;f;57;2022;2;17;54-58
0_1443;2022-11-12 08:17:30;s_296336;c_6714;5.99;0;f;57;2022;11;12;54-58
0_1028;2021-10-29 15:30:59;s_111857;c_6714;4.51;0;f;57;2021;10;29;54-58
0_1507;2021-08-14 22:31:35;s_75802;c_6714;3.99;0;f;57;2021;8;14;54-58
0_1131;2022-06-15 17:56:37;s_224319;c_6714;17.99;0;f;57;2022;6;15;54-58
1_683;2022-11-20 22:59:38;s_300438;c_6714;13.99;1;f;57;2022;11;20;54-58
0_1435;2021-12-16 07:44:04;s_135137;c_6714;13.99;0;f;57;2021;12;16;54-58
0_1606;2023-02-23 13:33:55;s_345794;c_6714;17.4;0;f;57;2023;2;23;54-58
0_1055;2022-12-14 19:18:10;s_312050;c_6714;7.99;0;f;57;2022;12;14;54-58
1_459;2021-06-18 11:01:44;s_50304;c_6714;15.99;1;f;57;2021;6;18;54-58
1_413;2021-12-05 12:50:52;s_129784;c_6714;17.99;1;f;57;2021;12;5;54-58
1_403;2022-05-19 05:46:09;s_210803;c_6714;17.99;1;f;57;2022;5;19;54-58
0_1959;2022-10-03 08:38:41;s_277097;c_6714;3.99;0;f;57;2022;10;3;54-58
0_2004;2021-03-20 11:25:45;s_8943;c_6714;10.38;0;f;57;2021;3;20;54-58
0_1340;2022-08-31 07:56:09;s_261145;c_6714;14.76;0;f;57;2022;8;31;54-58
1_449;2022-09-01 05:46:07;s_261548;c_6714;14.99;1;f;57;2022;9;1;54-58
0_1103;2021-10-09 16:44:20;s_102336;c_6714;12.99;0;f;57;2021;10;9;54-58
0_1003;2021-10-17 01:01:19;s_105878;c_6714;14.99;0;f;57;2021;10;17;54-58
1_736;2021-04-09 07:44:18;s_18065;c_6714;10.29;1;f;57;2021;4;9;54-58
0_1932;2022-06-08 20:39:59;s_220819;c_6714;3.27;0;f;57;2022;6;8;54-58
0_1471;2021-03-08 23:20:42;s_3670;c_6714;12.99;0;f;57;2021;3;8;54-58
0_1789;2022-06-10 19:35:24;s_221775;c_6714;4.99;0;f;57;2022;6;10;54-58
1_304;2022-03-08 10:56:33;s_176173;c_6714;26.64;1;f;57;2022;3;8;54-58
0_1075;2022-03-02 10:44:22;s_173178;c_6714;10.99;0;f;57;2022;3;2;54-58
0_2161;2021-12-15 18:10:14;s_134843;c_6714;10.99;0;f;57;2021;12;15;54-58
0_2264;2021-09-17 13:42:29;s_91290;c_6714;9.93;0;f;57;2021;9;17;54-58
0_1471;2023-01-01 15:08:31;s_320462;c_6714;12.99;0;f;57;2023;1;1;54-58
0_0;2022-05-03 01:16:45;s_202805;c_6714;3.75;0;f;57;2022;5;3;54-58
0_1142;2023-02-12 00:31:43;s_340273;c_6714;3.42;0;f;57;2023;2;12;54-58
1_414;2021-06-24 17:13:56;s_53214;c_6714;23.83;1;f;57;2021;6;24;54-58
0_1623;2022-06-05 08:11:53;s_219059;c_6714;7.99;0;f;57;2022;6;5;54-58
1_383;2022-05-19 06:24:18;s_210819;c_6714;28.99;1;f;57;2022;5;19;54-58
1_441;2022-12-07 16:29:45;s_308485;c_6714;24.99;1;f;57;2022;12;7;54-58
1_383;2021-08-17 03:40:16;s_76798;c_6714;28.99;1;f;57;2021;8;17;54-58
0_1606;2021-04-27 19:12:51;s_26637;c_6714;17.4;0;f;57;2021;4;27;54-58
1_376;2021-04-22 10:41:58;s_24110;c_6714;17.49;1;f;57;2021;4;22;54-58
0_1531;2023-01-17 03:39:17;s_328047;c_6714;6.99;0;f;57;2023;1;17;54-58
1_721;2022-07-01 16:11:24;s_232035;c_6714;21.99;1;f;57;2022;7;1;54-58
1_365;2022-06-07 21:38:45;s_220378;c_6714;13.99;1;f;57;2022;6;7;54-58
0_2244;2021-04-13 05:48:59;s_19880;c_6714;8.37;0;f;57;2021;4;13;54-58
2_43;2022-04-13 05:39:05;s_193308;c_6714;69.99;2;f;57;2022;4;13;54-58
0_1545;2022-10-30 03:09:08;s_289993;c_6714;18.99;0;f;57;2022;10;30;54-58
1_241;2023-01-22 09:17:29;s_330545;c_6714;21.99;1;f;57;2023;1;22;54-58
0_1635;2021-09-28 12:52:13;s_96879;c_6714;16.99;0;f;57;2021;9;28;54-58
0_1996;2022-09-21 00:40:53;s_271076;c_6714;19.48;0;f;57;2022;9;21;54-58
0_1599;2022-08-03 12:07:24;s_247771;c_6714;16.99;0;f;57;2022;8;3;54-58
0_1054;2022-11-18 04:45:43;s_299132;c_6714;8.11;0;f;57;2022;11;18;54-58
0_499;2022-09-29 13:15:11;s_275232;c_6714;13.99;0;f;57;2022;9;29;54-58
1_246;2021-04-09 12:42:05;s_18155;c_6714;18.75;1;f;57;2021;4;9;54-58
1_251;2021-06-12 14:56:21;s_47663;c_6714;15.99;1;f;57;2021;6;12;54-58
0_133;2023-02-23 06:51:42;s_345667;c_6714;5.99;0;f;57;2023;2;23;54-58
1_90;2022-02-23 23:28:58;s_169876;c_6714;24.19;1;f;57;2022;2;23;54-58
1_521;2021-11-23 22:36:41;s_124089;c_6714;22.99;1;f;57;2021;11;23;54-58
0_1598;2021-09-17 14:07:39;s_91290;c_6714;10.98;0;f;57;2021;9;17;54-58
0_1460;2022-09-09 20:35:22;s_265673;c_6714;4.59;0;f;57;2022;9;9;54-58
0_1432;2023-01-08 19:15:48;s_323968;c_6714;15.36;0;f;57;2023;1;8;54-58
1_444;2021-11-10 23:55:25;s_117748;c_6714;12.61;1;f;57;2021;11;10;54-58
1_621;2021-05-14 19:01:37;s_34515;c_6714;17.99;1;f;57;2021;5;14;54-58
1_53;2022-12-04 09:21:17;s_306911;c_6714;28.99;1;f;57;2022;12;4;54-58
2_101;2022-11-24 21:02:54;s_302269;c_6714;63.99;2;f;57;2022;11;24;54-58
0_1383;2022-09-09 07:24:50;s_265469;c_6714;12.99;0;f;57;2022;9;9;54-58
0_1426;2023-01-08 18:47:08;s_323968;c_6714;13.44;0;f;57;2023;1;8;54-58
1_385;2022-03-05 14:40:19;s_174733;c_6714;25.99;1;f;57;2022;3;5;54-58
0_1320;2022-02-17 22:08:05;s_166794;c_6714;12.08;0;f;57;2022;2;17;54-58
1_730;2022-05-18 11:46:15;s_210433;c_6714;22.65;1;f;57;2022;5;18;54-58
0_1085;2021-05-12 01:29:26;s_33285;c_6714;3.99;0;f;57;2021;5;12;54-58
0_1226;2022-05-26 19:53:25;s_214418;c_6714;9.97;0;f;57;2022;5;26;54-58
0_1970;2022-08-13 10:01:54;s_252638;c_6714;27.42;0;f;57;2022;8;13;54-58
0_585;2021-09-16 20:30:32;s_90935;c_6714;9.99;0;f;57;2021;9;16;54-58
1_708;2021-09-05 09:19:15;s_85328;c_6714;23.06;1;f;57;2021;9;5;54-58
1_164;2022-06-30 02:19:33;s_231248;c_6714;21.64;1;f;57;2022;6;30;54-58
0_1775;2022-05-28 14:36:11;s_215330;c_6714;6.99;0;f;57;2022;5;28;54-58
0_1631;2021-10-27 12:06:18;s_110863;c_6714;10.99;0;f;57;2021;10;27;54-58
1_279;2022-09-01 12:50:32;s_261687;c_6714;27.99;1;f;57;2022;9;1;54-58
0_1039;2022-12-28 18:44:28;s_318674;c_6714;11.99;0;f;57;2022;12;28;54-58
0_2047;2022-10-19 09:47:42;s_284748;c_6714;5.99;0;f;57;2022;10;19;54-58
0_1893;2021-04-11 18:00:06;s_19198;c_6714;18.99;0;f;57;2021;4;11;54-58
1_256;2022-07-13 06:50:05;s_237669;c_6714;26.05;1;f;57;2022;7;13;54-58
0_1125;2021-09-09 01:25:32;s_87078;c_6714;12.99;0;f;57;2021;9;9;54-58
1_614;2021-05-19 08:58:00;s_36563;c_6714;10.73;1;f;57;2021;5;19;54-58
1_663;2022-12-04 17:16:54;s_307068;c_6714;17.99;1;f;57;2022;12;4;54-58
0_1449;2021-03-14 11:11:50;s_6195;c_6714;4.99;0;f;57;2021;3;14;54-58
1_493;2022-09-25 20:01:38;s_273452;c_6714;10.99;1;f;57;2022;9;25;54-58
1_264;2022-03-05 01:33:06;s_174440;c_6714;16.07;1;f;57;2022;3;5;54-58
1_379;2022-11-12 05:22:08;s_296289;c_6714;26.99;1;f;57;2022;11;12;54-58
0_1228;2021-08-02 00:13:00;s_70171;c_6714;3.55;0;f;57;2021;8;2;54-58
0_2244;2023-02-18 18:02:43;s_343462;c_6714;8.37;0;f;57;2023;2;18;54-58
1_189;2021-03-27 14:31:20;s_12202;c_6714;13.99;1;f;57;2021;3;27;54-58
1_274;2022-09-19 18:46:26;s_270481;c_6714;24.4;1;f;57;2022;9;19;54-58
1_256;2022-07-15 18:19:24;s_238845;c_6714;26.05;1;f;57;2022;7;15;54-58
1_449;2022-01-15 18:25:26;s_150291;c_6714;14.99;1;f;57;2022;1;15;54-58
1_559;2022-11-28 18:39:57;s_304181;c_6714;24.99;1;f;57;2022;11;28;54-58
1_278;2022-01-11 16:21:44;s_148301;c_6714;19.18;1;f;57;2022;1;11;54-58
1_366;2022-12-02 21:54:30;s_306212;c_6714;28.54;1;f;57;2022;12;2;54-58
1_498;2022-06-28 10:00:57;s_230455;c_6714;23.37;1;f;57;2022;6;28;54-58
